bairro,logradouro,endereco_mapa,latitude,longitude,status_geocodificacao
Méier,RUA PADRE ANDRE MOREIRA,"RUA PADRE ANDRE MOREIRA, Méier, Rio de Janeiro, RJ, Brasil",-22.9020518,-43.2748343,ok
Méier,RUA PADRE ILDEFONSO PENALBA,"RUA PADRE ILDEFONSO PENALBA, Méier, Rio de Janeiro, RJ, Brasil",-22.895353,-43.2789357,ok
Méier,RUA PAULO SILVA ARAUJO,"RUA PAULO SILVA ARAUJO, Méier, Rio de Janeiro, RJ, Brasil",-22.900805,-43.2851989,ok
Méier,RUA PEDRO DE CARVALHO,"RUA PEDRO DE CARVALHO, Méier, Rio de Janeiro, RJ, Brasil",-22.9083116,-43.2884119,ok
Méier,RUA PIRANGA,"RUA PIRANGA, Méier, Rio de Janeiro, RJ, Brasil",-22.9044362,-43.2897985,ok
Méier,RUA RIO GRANDE DO SUL,"RUA RIO GRANDE DO SUL, Méier, Rio de Janeiro, RJ, Brasil",-22.898478,-43.2746271,ok
Méier,RUA SALVADOR PIRES,"RUA SALVADOR PIRES, Méier, Rio de Janeiro, RJ, Brasil",-22.8941373,-43.2780846,ok
Méier,RUA SANTA FE,"RUA SANTA FE, Méier, Rio de Janeiro, RJ, Brasil",-22.8992306,-43.278615,ok
Méier,RUA SILVA RABELO,"RUA SILVA RABELO, Méier, Rio de Janeiro, RJ, Brasil",-22.9005227,-43.280708,ok
Méier,RUA SOUZA AGUIAR,"RUA SOUZA AGUIAR, Méier, Rio de Janeiro, RJ, Brasil",-22.9021869,-43.292377,ok
Méier,RUA TOMPSOM FLORES,"RUA TOMPSOM FLORES, Méier, Rio de Janeiro, RJ, Brasil",,,não encontrado
Méier,RUA TORRES SOBRINHO,"RUA TORRES SOBRINHO, Méier, Rio de Janeiro, RJ, Brasil",-22.8979523,-43.2730344,ok
Méier,RUA TTE CERQUEIRA LEITE,"RUA TTE CERQUEIRA LEITE, Méier, Rio de Janeiro, RJ, Brasil",,,não encontrado
Méier,RUA TTE COSTA,"RUA TTE COSTA, Méier, Rio de Janeiro, RJ, Brasil",,,não encontrado
Méier,RUA TTE FRANCA,"RUA TTE FRANCA, Méier, Rio de Janeiro, RJ, Brasil",,,não encontrado
Méier,RUA VENCESLAU,"RUA VENCESLAU, Méier, Rio de Janeiro, RJ, Brasil",-22.9013075,-43.2833381,ok
Méier,RUA VILELA TAVARES,"RUA VILELA TAVARES, Méier, Rio de Janeiro, RJ, Brasil",-22.9081278,-43.2871978,ok
Méier,RUA VINTE E QUATRO DE MAIO,"RUA VINTE E QUATRO DE MAIO, Méier, Rio de Janeiro, RJ, Brasil",-22.9045558,-43.2752347,ok
Méier,RUA VISC DE TAUNAY,"RUA VISC DE TAUNAY, Méier, Rio de Janeiro, RJ, Brasil",-22.9063296,-43.2849611,ok
Méier,RUA VISC DE TOCANTINS,"RUA VISC DE TOCANTINS, Méier, Rio de Janeiro, RJ, Brasil",-22.8972653,-43.2803572,ok
Méier,TRV COMEND PHILIPPS,"TRV COMEND PHILIPPS, Méier, Rio de Janeiro, RJ, Brasil",,,não encontrado
Méier,TRV MIRACEMA,"TRV MIRACEMA, Méier, Rio de Janeiro, RJ, Brasil",-22.9019388,-43.2819679,ok
Méier,TRV VALDYR AUGUSTO,"TRV VALDYR AUGUSTO, Méier, Rio de Janeiro, RJ, Brasil",,,não encontrado
Olaria,AVN DARCY BITENCOURT COSTA,"AVN DARCY BITENCOURT COSTA, Olaria, Rio de Janeiro, RJ, Brasil",,,não encontrado
Olaria,AVN PROF PLINIO BASTOS,"AVN PROF PLINIO BASTOS, Olaria, Rio de Janeiro, RJ, Brasil",,,não encontrado
Olaria,ETR DO ENGENHO DA PEDRA,"ETR DO ENGENHO DA PEDRA, Olaria, Rio de Janeiro, RJ, Brasil",,,não encontrado
Olaria,PRC RAMOS FIGUEIRA,"PRC RAMOS FIGUEIRA, Olaria, Rio de Janeiro, RJ, Brasil",,,não encontrado
Olaria,RUA ANDORINHAS,"RUA ANDORINHAS, Olaria, Rio de Janeiro, RJ, Brasil",-22.8539504,-43.2656108,ok
Olaria,RUA ANDRE AZEVEDO,"RUA ANDRE AZEVEDO, Olaria, Rio de Janeiro, RJ, Brasil",-22.8431909,-43.2622157,ok
Olaria,RUA ANGELICA MOTA,"RUA ANGELICA MOTA, Olaria, Rio de Janeiro, RJ, Brasil",-22.8450385,-43.2638309,ok
Olaria,RUA ANSPEC MELO,"RUA ANSPEC MELO, Olaria, Rio de Janeiro, RJ, Brasil",,,não encontrado
Olaria,RUA ANTONIO REGO,"RUA ANTONIO REGO, Olaria, Rio de Janeiro, RJ, Brasil",-22.8520635,-43.2692573,ok
Olaria,RUA AURELIO GARCINDO,"RUA AURELIO GARCINDO, Olaria, Rio de Janeiro, RJ, Brasil",-22.8474311,-43.2699403,ok
Olaria,RUA BARIRI,"RUA BARIRI, Olaria, Rio de Janeiro, RJ, Brasil",-22.8413195,-43.2666703,ok
Olaria,RUA BERNARDINO GUSTAVINO,"RUA BERNARDINO GUSTAVINO, Olaria, Rio de Janeiro, RJ, Brasil",-22.8474048,-43.2717699,ok
Olaria,RUA CARLINA,"RUA CARLINA, Olaria, Rio de Janeiro, RJ, Brasil",-22.841465,-43.2645814,ok
Olaria,RUA COMTE COIMBRA,"RUA COMTE COIMBRA, Olaria, Rio de Janeiro, RJ, Brasil",,,não encontrado
Olaria,RUA COMTE VERGUEIRO DA CRUZ,"RUA COMTE VERGUEIRO DA CRUZ, Olaria, Rio de Janeiro, RJ, Brasil",,,não encontrado
Olaria,RUA CONSEL PAULINO,"RUA CONSEL PAULINO, Olaria, Rio de Janeiro, RJ, Brasil",,,não encontrado
Olaria,RUA DELFIM CARLOS,"RUA DELFIM CARLOS, Olaria, Rio de Janeiro, RJ, Brasil",-22.849137,-43.2706098,ok
Olaria,RUA DOUTOR ALFREDO BARCELOS,"RUA DOUTOR ALFREDO BARCELOS, Olaria, Rio de Janeiro, RJ, Brasil",-22.8487611,-43.2664999,ok
Olaria,RUA DOUTOR NUNES,"RUA DOUTOR NUNES, Olaria, Rio de Janeiro, RJ, Brasil",-22.8394782,-43.2603974,ok
Olaria,RUA DOUTOR RAUL LEITE,"RUA DOUTOR RAUL LEITE, Olaria, Rio de Janeiro, RJ, Brasil",,,não encontrado
Olaria,RUA DRUMOND,"RUA DRUMOND, Olaria, Rio de Janeiro, RJ, Brasil",-22.844171,-43.2608913,ok
Olaria,RUA ELEUTERIO MOTA,"RUA ELEUTERIO MOTA, Olaria, Rio de Janeiro, RJ, Brasil",-22.8467984,-43.2622259,ok
Olaria,RUA ENGEN EDMUNDO R BITTENCOURT,"RUA ENGEN EDMUNDO R BITTENCOURT, Olaria, Rio de Janeiro, RJ, Brasil",,,não encontrado
Olaria,RUA EVANGELINA,"RUA EVANGELINA, Olaria, Rio de Janeiro, RJ, Brasil",-22.8508835,-43.2690726,ok
Olaria,RUA FERNANDES MACHADO,"RUA FERNANDES MACHADO, Olaria, Rio de Janeiro, RJ, Brasil",,,não encontrado
Olaria,RUA FILOMENA NUNES,"RUA FILOMENA NUNES, Olaria, Rio de Janeiro, RJ, Brasil",-22.8426676,-43.2656629,ok
Olaria,RUA FIRMINO GAMELEIRA,"RUA FIRMINO GAMELEIRA, Olaria, Rio de Janeiro, RJ, Brasil",-22.8423974,-43.2628323,ok
Olaria,RUA GAL ROCHA CALADO,"RUA GAL ROCHA CALADO, Olaria, Rio de Janeiro, RJ, Brasil",-22.8480208,-43.2751435,ok
Olaria,RUA GOMENSORO,"RUA GOMENSORO, Olaria, Rio de Janeiro, RJ, Brasil",-22.8464118,-43.2709947,ok
Olaria,RUA GUARATINGUETA,"RUA GUARATINGUETA, Olaria, Rio de Janeiro, RJ, Brasil",-22.8448984,-43.2627849,ok
Olaria,RUA IRIGUATI,"RUA IRIGUATI, Olaria, Rio de Janeiro, RJ, Brasil",-22.8537059,-43.2726898,ok
Olaria,RUA ITAMIRIM,"RUA ITAMIRIM, Olaria, Rio de Janeiro, RJ, Brasil",-22.8527812,-43.2807607,ok
Olaria,RUA JOAO REGO,"RUA JOAO REGO, Olaria, Rio de Janeiro, RJ, Brasil",-22.8520166,-43.2716031,ok
Olaria,RUA JOAO SILVA,"RUA JOAO SILVA, Olaria, Rio de Janeiro, RJ, Brasil",-22.849633,-43.2623706,ok
Olaria,RUA JOAQUIM REGO,"RUA JOAQUIM REGO, Olaria, Rio de Janeiro, RJ, Brasil",-22.8490849,-43.2634836,ok
Olaria,RUA JORGE GONCALVES DE ARAUJO,"RUA JORGE GONCALVES DE ARAUJO, Olaria, Rio de Janeiro, RJ, Brasil",-22.8505014,-43.2748218,ok
Olaria,RUA JUBAIA,"RUA JUBAIA, Olaria, Rio de Janeiro, RJ, Brasil",-22.8450233,-43.259714,ok
Olaria,RUA JUVENAL GALENO,"RUA JUVENAL GALENO, Olaria, Rio de Janeiro, RJ, Brasil",-22.8517058,-43.2658293,ok
Olaria,RUA LEOCADIA REGO,"RUA LEOCADIA REGO, Olaria, Rio de Janeiro, RJ, Brasil",-22.8462899,-43.2659682,ok
Olaria,RUA LEONIDIA,"RUA LEONIDIA, Olaria, Rio de Janeiro, RJ, Brasil",-22.85235,-43.2652353,ok
Olaria,RUA LEOPOLDINA REGO,"RUA LEOPOLDINA REGO, Olaria, Rio de Janeiro, RJ, Brasil",-22.8446034,-43.2681195,ok
Olaria,RUA LIGIA,"RUA LIGIA, Olaria, Rio de Janeiro, RJ, Brasil",-22.8521126,-43.2656383,ok
Olaria,RUA LUCENA,"RUA LUCENA, Olaria, Rio de Janeiro, RJ, Brasil",-22.8408528,-43.2663369,ok
Olaria,RUA MAJOR REGO,"RUA MAJOR REGO, Olaria, Rio de Janeiro, RJ, Brasil",-22.8530525,-43.2707211,ok
Olaria,RUA MARIA RODRIGUES,"RUA MARIA RODRIGUES, Olaria, Rio de Janeiro, RJ, Brasil",-22.8432347,-43.2580177,ok
Olaria,RUA MINIST MOREIRA DE ABREU,"RUA MINIST MOREIRA DE ABREU, Olaria, Rio de Janeiro, RJ, Brasil",,,não encontrado
Olaria,RUA NAIR,"RUA NAIR, Olaria, Rio de Janeiro, RJ, Brasil",-22.836227,-43.2609577,ok
Olaria,RUA NOEMIA NUNES,"RUA NOEMIA NUNES, Olaria, Rio de Janeiro, RJ, Brasil",-22.8446425,-43.2618743,ok
Olaria,RUA PADRE DOMINGOS CARNEIRO,"RUA PADRE DOMINGOS CARNEIRO, Olaria, Rio de Janeiro, RJ, Brasil",-22.8495517,-43.2822561,ok
Olaria,RUA PARANAPANEMA,"RUA PARANAPANEMA, Olaria, Rio de Janeiro, RJ, Brasil",-22.8536556,-43.2685366,ok
Olaria,RUA PARANHOS,"RUA PARANHOS, Olaria, Rio de Janeiro, RJ, Brasil",-22.8539373,-43.2710608,ok
Olaria,RUA SARG ADELINO CANDIDO DE OLIVEIRA,"RUA SARG ADELINO CANDIDO DE OLIVEIRA, Olaria, Rio de Janeiro, RJ, Brasil",,,não encontrado
Olaria,RUA SARG AQUINO,"RUA SARG AQUINO, Olaria, Rio de Janeiro, RJ, Brasil",-22.8386974,-43.2622479,ok
Olaria,RUA SILVA SOUZA,"RUA SILVA SOUZA, Olaria, Rio de Janeiro, RJ, Brasil",-22.8472705,-43.2640965,ok
Olaria,RUA TEOTONIO DE BRITO,"RUA TEOTONIO DE BRITO, Olaria, Rio de Janeiro, RJ, Brasil",-22.8472394,-43.2689521,ok
Olaria,RUA TTE PIMENTEL,"RUA TTE PIMENTEL, Olaria, Rio de Janeiro, RJ, Brasil",,,não encontrado
Olaria,RUA URANOS,"RUA URANOS, Olaria, Rio de Janeiro, RJ, Brasil",-22.8483151,-43.2669004,ok
Olaria,RUA VANDENKOLK,"RUA VANDENKOLK, Olaria, Rio de Janeiro, RJ, Brasil",-22.8537863,-43.2654118,ok
Olaria,RUA VITORINO DO AMARAL,"RUA VITORINO DO AMARAL, Olaria, Rio de Janeiro, RJ, Brasil",-22.8518866,-43.2675748,ok
Olaria,TRV FRANCISCO RAMOS,"TRV FRANCISCO RAMOS, Olaria, Rio de Janeiro, RJ, Brasil",-22.840773,-43.2640236,ok
Olaria,TRV LAURINDA,"TRV LAURINDA, Olaria, Rio de Janeiro, RJ, Brasil",-22.855752,-43.2698047,ok
Osvaldo Cruz,BEC HENEDINA,"BEC HENEDINA, Osvaldo Cruz, Rio de Janeiro, RJ, Brasil",,,não encontrado
Osvaldo Cruz,ETR DO PORTELA,"ETR DO PORTELA, Osvaldo Cruz, Rio de Janeiro, RJ, Brasil",,,não encontrado
Osvaldo Cruz,ETR INTEND MAGALHAES,"ETR INTEND MAGALHAES, Osvaldo Cruz, Rio de Janeiro, RJ, Brasil",,,não encontrado
Osvaldo Cruz,RUA ACACIO SANTOS,"RUA ACACIO SANTOS, Osvaldo Cruz, Rio de Janeiro, RJ, Brasil",-22.8663943,-43.3521717,ok
Osvaldo Cruz,RUA ALBERTO DE CARVALHO,"RUA ALBERTO DE CARVALHO, Osvaldo Cruz, Rio de Janeiro, RJ, Brasil",-22.8724219,-43.354889,ok
Osvaldo Cruz,RUA ANDRADE ARAUJO,"RUA ANDRADE ARAUJO, Osvaldo Cruz, Rio de Janeiro, RJ, Brasil",-22.8724387,-43.3486854,ok
Osvaldo Cruz,RUA ANTONIETA,"RUA ANTONIETA, Osvaldo Cruz, Rio de Janeiro, RJ, Brasil",-22.8751924,-43.3506479,ok
Osvaldo Cruz,RUA ANTONIO BADAJOS,"RUA ANTONIO BADAJOS, Osvaldo Cruz, Rio de Janeiro, RJ, Brasil",-22.8694345,-43.3470279,ok
Osvaldo Cruz,RUA BASTOS DE OLIVEIRA,"RUA BASTOS DE OLIVEIRA, Osvaldo Cruz, Rio de Janeiro, RJ, Brasil",-22.8650222,-43.350489,ok
Osvaldo Cruz,RUA CANANEA,"RUA CANANEA, Osvaldo Cruz, Rio de Janeiro, RJ, Brasil",,,não encontrado
Osvaldo Cruz,RUA CARLOS XAVIER,"RUA CARLOS XAVIER, Osvaldo Cruz, Rio de Janeiro, RJ, Brasil",-22.8798706,-43.3488842,ok
Osvaldo Cruz,RUA CAROLINA MACHADO,"RUA CAROLINA MACHADO, Osvaldo Cruz, Rio de Janeiro, RJ, Brasil",-22.8682782,-43.3512038,ok
Osvaldo Cruz,RUA CATAGUAZES,"RUA CATAGUAZES, Osvaldo Cruz, Rio de Janeiro, RJ, Brasil",,,não encontrado
Osvaldo Cruz,RUA CLARA NUNES,"RUA CLARA NUNES, Osvaldo Cruz, Rio de Janeiro, RJ, Brasil",-22.8711848,-43.3436263,ok
Osvaldo Cruz,RUA COELHO LISBOA,"RUA COELHO LISBOA, Osvaldo Cruz, Rio de Janeiro, RJ, Brasil",-22.8714658,-43.3546954,ok
Osvaldo Cruz,RUA COMTE AUGUSTO VINHAES,"RUA COMTE AUGUSTO VINHAES, Osvaldo Cruz, Rio de Janeiro, RJ, Brasil",,,não encontrado
Osvaldo Cruz,RUA CONDE DE LINHARES,"RUA CONDE DE LINHARES, Osvaldo Cruz, Rio de Janeiro, RJ, Brasil",-22.8800377,-43.3506802,ok
Osvaldo Cruz,RUA ENGEN EDNO MACHADO,"RUA ENGEN EDNO MACHADO, Osvaldo Cruz, Rio de Janeiro, RJ, Brasil",,,não encontrado
Osvaldo Cruz,RUA ENGEN OMAR JOSE MONTEIRO,"RUA ENGEN OMAR JOSE MONTEIRO, Osvaldo Cruz, Rio de Janeiro, RJ, Brasil",,,não encontrado
Osvaldo Cruz,RUA ERNESTO LOBAO,"RUA ERNESTO LOBAO, Osvaldo Cruz, Rio de Janeiro, RJ, Brasil",-22.8692761,-43.3443601,ok
Osvaldo Cruz,RUA FERNANDES MARINHO,"RUA FERNANDES MARINHO, Osvaldo Cruz, Rio de Janeiro, RJ, Brasil",-22.8677426,-43.3493915,ok
Osvaldo Cruz,RUA FREI BENTO,"RUA FREI BENTO, Osvaldo Cruz, Rio de Janeiro, RJ, Brasil",-22.866495,-43.3498408,ok
Osvaldo Cruz,RUA HENRIQUE BRAGA,"RUA HENRIQUE BRAGA, Osvaldo Cruz, Rio de Janeiro, RJ, Brasil",-22.8767588,-43.3514004,ok
Osvaldo Cruz,RUA INCAS,"RUA INCAS, Osvaldo Cruz, Rio de Janeiro, RJ, Brasil",-22.8791361,-43.349828,ok
Osvaldo Cruz,RUA ITAMOTINGA,"RUA ITAMOTINGA, Osvaldo Cruz, Rio de Janeiro, RJ, Brasil",-22.87727,-43.3544775,ok
Osvaldo Cruz,RUA JABAIRA,"RUA JABAIRA, Osvaldo Cruz, Rio de Janeiro, RJ, Brasil",,,não encontrado
Osvaldo Cruz,RUA JAGUARIBE,"RUA JAGUARIBE, Osvaldo Cruz, Rio de Janeiro, RJ, Brasil",-22.8774252,-43.3537769,ok
Osvaldo Cruz,RUA JOAO VICENTE,"RUA JOAO VICENTE, Osvaldo Cruz, Rio de Janeiro, RJ, Brasil",-22.8721968,-43.34539,ok
Osvaldo Cruz,RUA JOAQUIM TEIXEIRA,"RUA JOAQUIM TEIXEIRA, Osvaldo Cruz, Rio de Janeiro, RJ, Brasil",-22.8687029,-43.346175,ok
Osvaldo Cruz,RUA JUREMA,"RUA JUREMA, Osvaldo Cruz, Rio de Janeiro, RJ, Brasil",-22.8674684,-43.3483591,ok
Osvaldo Cruz,RUA LINO FONSECA,"RUA LINO FONSECA, Osvaldo Cruz, Rio de Janeiro, RJ, Brasil",-22.8729317,-43.3479236,ok
Osvaldo Cruz,RUA MANACEA,"RUA MANACEA, Osvaldo Cruz, Rio de Janeiro, RJ, Brasil",-22.8700223,-43.3438121,ok
Osvaldo Cruz,RUA MARIA JOSE,"RUA MARIA JOSE, Osvaldo Cruz, Rio de Janeiro, RJ, Brasil",-22.8792594,-43.3522671,ok
Osvaldo Cruz,RUA MARIO BRAGA,"RUA MARIO BRAGA, Osvaldo Cruz, Rio de Janeiro, RJ, Brasil",-22.8775744,-43.3531138,ok
Osvaldo Cruz,RUA MARQ DE AGUIAR,"RUA MARQ DE AGUIAR, Osvaldo Cruz, Rio de Janeiro, RJ, Brasil",,,não encontrado
Osvaldo Cruz,RUA MARTINS GUIMARAES,"RUA MARTINS GUIMARAES, Osvaldo Cruz, Rio de Janeiro, RJ, Brasil",-22.8640747,-43.3476325,ok
Osvaldo Cruz,RUA MATAURA,"RUA MATAURA, Osvaldo Cruz, Rio de Janeiro, RJ, Brasil",-22.8782111,-43.356082,ok
Osvaldo Cruz,RUA MOGURARI,"RUA MOGURARI, Osvaldo Cruz, Rio de Janeiro, RJ, Brasil",-22.8788674,-43.3555175,ok
Osvaldo Cruz,RUA NASCIMENTO GURGEL,"RUA NASCIMENTO GURGEL, Osvaldo Cruz, Rio de Janeiro, RJ, Brasil",-22.8738057,-43.3550213,ok
Osvaldo Cruz,RUA PAULO PRADO(ESCRITOR),"RUA PAULO PRADO(ESCRITOR), Osvaldo Cruz, Rio de Janeiro, RJ, Brasil",,,não encontrado
Osvaldo Cruz,RUA PEREIRA DE FIGUEIREDO,"RUA PEREIRA DE FIGUEIREDO, Osvaldo Cruz, Rio de Janeiro, RJ, Brasil",-22.8767658,-43.3518656,ok
Osvaldo Cruz,RUA PINTO DE CAMPOS,"RUA PINTO DE CAMPOS, Osvaldo Cruz, Rio de Janeiro, RJ, Brasil",-22.8641964,-43.3524513,ok
Osvaldo Cruz,RUA PIUNA,"RUA PIUNA, Osvaldo Cruz, Rio de Janeiro, RJ, Brasil",-22.873595,-43.3475223,ok
Osvaldo Cruz,RUA PROF JOSIAS MAZZOTTI,"RUA PROF JOSIAS MAZZOTTI, Osvaldo Cruz, Rio de Janeiro, RJ, Brasil",-22.8691293,-43.348749,ok
Osvaldo Cruz,RUA QUIROA,"RUA QUIROA, Osvaldo Cruz, Rio de Janeiro, RJ, Brasil",-22.8765508,-43.3559541,ok
Osvaldo Cruz,RUA RIACHO DOCE,"RUA RIACHO DOCE, Osvaldo Cruz, Rio de Janeiro, RJ, Brasil",-22.8718926,-43.355374,ok
Osvaldo Cruz,RUA SERGIO DE OLIVEIRA,"RUA SERGIO DE OLIVEIRA, Osvaldo Cruz, Rio de Janeiro, RJ, Brasil",-22.867809,-43.3442985,ok
Osvaldo Cruz,RUA TAUBATE,"RUA TAUBATE, Osvaldo Cruz, Rio de Janeiro, RJ, Brasil",-22.8660903,-43.3476648,ok
Osvaldo Cruz,TRV ZILDA MENDES,"TRV ZILDA MENDES, Osvaldo Cruz, Rio de Janeiro, RJ, Brasil",-22.872649,-43.3463536,ok
Paciência,AVN BRASIL,"AVN BRASIL, Paciência, Rio de Janeiro, RJ, Brasil",,,não encontrado
Paciência,AVN CESARIO DE MELO,"AVN CESARIO DE MELO, Paciência, Rio de Janeiro, RJ, Brasil",,,não encontrado
Paciência,AVN ROBERTO MOURA,"AVN ROBERTO MOURA, Paciência, Rio de Janeiro, RJ, Brasil",,,não encontrado
Paciência,ETR DA PACIENCIA,"ETR DA PACIENCIA, Paciência, Rio de Janeiro, RJ, Brasil",,,não encontrado
Paciência,ETR DO CAMPINHO,"ETR DO CAMPINHO, Paciência, Rio de Janeiro, RJ, Brasil",,,não encontrado
Paciência,ETR DO FURADO,"ETR DO FURADO, Paciência, Rio de Janeiro, RJ, Brasil",,,não encontrado
Paciência,ETR DOS PALMARES,"ETR DOS PALMARES, Paciência, Rio de Janeiro, RJ, Brasil",,,não encontrado
Paciência,RUA 39 PAL 17348,"RUA 39 PAL 17348, Paciência, Rio de Janeiro, RJ, Brasil",,,não encontrado
Paciência,RUA AGAI,"RUA AGAI, Paciência, Rio de Janeiro, RJ, Brasil",-22.8857837,-43.6443105,ok
Paciência,RUA AGUAS DA PRATA,"RUA AGUAS DA PRATA, Paciência, Rio de Janeiro, RJ, Brasil",-22.930124,-43.6337539,ok
Paciência,RUA ALOYSIO FIALHO GOMES (JORNAL),"RUA ALOYSIO FIALHO GOMES (JORNAL), Paciência, Rio de Janeiro, RJ, Brasil",,,não encontrado
Paciência,RUA ARANAU BELA VISTA,"RUA ARANAU BELA VISTA, Paciência, Rio de Janeiro, RJ, Brasil",,,não encontrado
Paciência,RUA CAJAMAR,"RUA CAJAMAR, Paciência, Rio de Janeiro, RJ, Brasil",-22.9329383,-43.6341305,ok
Paciência,RUA GUERRA JUNQUEIRO,"RUA GUERRA JUNQUEIRO, Paciência, Rio de Janeiro, RJ, Brasil",-22.9288905,-43.631651,ok
Paciência,RUA NEWTON GARCIA,"RUA NEWTON GARCIA, Paciência, Rio de Janeiro, RJ, Brasil",-22.8772047,-43.6424753,ok
Paciência,RUA PITOMBEIRAS,"RUA PITOMBEIRAS, Paciência, Rio de Janeiro, RJ, Brasil",-22.9313411,-43.6364058,ok
Paciência,RUA ROSAL,"RUA ROSAL, Paciência, Rio de Janeiro, RJ, Brasil",-22.9176309,-43.6346194,ok
Paciência,RUA SANTA BARBARA,"RUA SANTA BARBARA, Paciência, Rio de Janeiro, RJ, Brasil",-22.9164254,-43.639197,ok
Paciência,RUA SOLD JAIR TAVARES,"RUA SOLD JAIR TAVARES, Paciência, Rio de Janeiro, RJ, Brasil",,,não encontrado
Padre Miguel,AVN DE SANTA CRUZ,"AVN DE SANTA CRUZ, Padre Miguel, Rio de Janeiro, RJ, Brasil",,,não encontrado
Padre Miguel,AVN FRANCISCO BRICIO,"AVN FRANCISCO BRICIO, Padre Miguel, Rio de Janeiro, RJ, Brasil",,,não encontrado
Padre Miguel,ETR AGUA BRANCA,"ETR AGUA BRANCA, Padre Miguel, Rio de Janeiro, RJ, Brasil",,,não encontrado
Padre Miguel,ETR DE REALENGO,"ETR DE REALENGO, Padre Miguel, Rio de Janeiro, RJ, Brasil",,,não encontrado
Padre Miguel,RUA ALTO DOURO,"RUA ALTO DOURO, Padre Miguel, Rio de Janeiro, RJ, Brasil",,,não encontrado
Padre Miguel,RUA ANDORRA,"RUA ANDORRA, Padre Miguel, Rio de Janeiro, RJ, Brasil",-22.8722621,-43.4516264,ok
Padre Miguel,RUA ANTENOR DE CARVALHO,"RUA ANTENOR DE CARVALHO, Padre Miguel, Rio de Janeiro, RJ, Brasil",-22.8725218,-43.4552408,ok
Padre Miguel,RUA C-1 IAPI PADRE MIGUEL,"RUA C-1 IAPI PADRE MIGUEL, Padre Miguel, Rio de Janeiro, RJ, Brasil",,,não encontrado
Padre Miguel,RUA C-2 IAPI PADRE MIGUEL,"RUA C-2 IAPI PADRE MIGUEL, Padre Miguel, Rio de Janeiro, RJ, Brasil",,,não encontrado
Padre Miguel,RUA CABO VERDE,"RUA CABO VERDE, Padre Miguel, Rio de Janeiro, RJ, Brasil",-22.8915455,-43.4479056,ok
Padre Miguel,RUA CAMPO LARGO,"RUA CAMPO LARGO, Padre Miguel, Rio de Janeiro, RJ, Brasil",-22.8854463,-43.4426107,ok
Padre Miguel,RUA CANDIDO VIANNA DE LIMA,"RUA CANDIDO VIANNA DE LIMA, Padre Miguel, Rio de Janeiro, RJ, Brasil",-22.8853546,-43.4531648,ok
Padre Miguel,RUA CAPELAO,"RUA CAPELAO, Padre Miguel, Rio de Janeiro, RJ, Brasil",-22.8805103,-43.4551985,ok
Padre Miguel,RUA CASSILANDIA,"RUA CASSILANDIA, Padre Miguel, Rio de Janeiro, RJ, Brasil",-22.8865292,-43.4427541,ok
Padre Miguel,RUA CASTELO DE GUIMARAES,"RUA CASTELO DE GUIMARAES, Padre Miguel, Rio de Janeiro, RJ, Brasil",-22.8919552,-43.4467497,ok
Padre Miguel,RUA CHERBURGO,"RUA CHERBURGO, Padre Miguel, Rio de Janeiro, RJ, Brasil",-22.87331,-43.4511241,ok
Padre Miguel,RUA CONGONHAS,"RUA CONGONHAS, Padre Miguel, Rio de Janeiro, RJ, Brasil",-22.8874178,-43.4436028,ok
Padre Miguel,RUA ESTANCIA,"RUA ESTANCIA, Padre Miguel, Rio de Janeiro, RJ, Brasil",-22.8792222,-43.4482828,ok
Padre Miguel,RUA EVANIR PEREIRA DA COSTA,"RUA EVANIR PEREIRA DA COSTA, Padre Miguel, Rio de Janeiro, RJ, Brasil",-22.886736,-43.454656,ok
Padre Miguel,RUA FALENA,"RUA FALENA, Padre Miguel, Rio de Janeiro, RJ, Brasil",-22.8862638,-43.4415753,ok
Padre Miguel,RUA FERNANDO VILLAS BOAS,"RUA FERNANDO VILLAS BOAS, Padre Miguel, Rio de Janeiro, RJ, Brasil",,,não encontrado
Padre Miguel,RUA FRANCISCO REAL,"RUA FRANCISCO REAL, Padre Miguel, Rio de Janeiro, RJ, Brasil",-22.8831664,-43.4516104,ok
Padre Miguel,RUA GAL HEITOR BORGES,"RUA GAL HEITOR BORGES, Padre Miguel, Rio de Janeiro, RJ, Brasil",-22.8663352,-43.4499048,ok
Padre Miguel,RUA GAL JACQUES OURIQUES,"RUA GAL JACQUES OURIQUES, Padre Miguel, Rio de Janeiro, RJ, Brasil",,,não encontrado
Padre Miguel,RUA GUAIACA,"RUA GUAIACA, Padre Miguel, Rio de Janeiro, RJ, Brasil",-22.8638012,-43.4519133,ok
Padre Miguel,RUA JAPEJU,"RUA JAPEJU, Padre Miguel, Rio de Janeiro, RJ, Brasil",-22.8840219,-43.4435011,ok
Padre Miguel,RUA JUSTINO DE ARAUJO,"RUA JUSTINO DE ARAUJO, Padre Miguel, Rio de Janeiro, RJ, Brasil",-22.8806768,-43.4465135,ok
Padre Miguel,RUA LUIZ GONZAGA FERNANDES,"RUA LUIZ GONZAGA FERNANDES, Padre Miguel, Rio de Janeiro, RJ, Brasil",,,não encontrado
Padre Miguel,RUA LUXEMBURGO,"RUA LUXEMBURGO, Padre Miguel, Rio de Janeiro, RJ, Brasil",-22.8727846,-43.4516198,ok
